id	text
es_244	Vendo farmacia en pueblo sanísimo.
es_247	En máquina de vender condones: No compres estos chicles, saben a goma.
es_248	Por la compra de un impermeable regalamos un paraguas.
es_249	Unas monjas encuentran en el convento un paquete de preservativos. Leyeron en la caja: Para ponerlo sobre el órgano. Como no tenían órgano, pusieron el paquete encima del piano.
es_250	Al ver un cartel de “mantenga limpia España”, quería quitar la Mancha.
es_251	Vendo piano desafinado, ideal para sordos.
es_253	Urgen carteros con o sin experiencia, se valorará que hayan hecho cursos por correspondencia.
es_255	Se necesita laqueador de ataúdes. En horas muertas.
es_257	Pintada en el retrete: En este humilde rincón, hasta el más hombre, se baja el pantalón.
es_258	La sabiduría me persigue, pero yo soy más rápido.
es_259	Ejecutivo agresivo busca monedas antiguas para partirles la cara.
es_261	Cambio pastor alemán por uno que hable español.
es_263	Si a la primera no lo haces bien, el paracaidismo no es lo tuyo.
es_265	Se busca kamikaze. Imprescindible experiencia.
es_268	Mi cocinera nueva es un sol. - ¿Guisa muy bien? - No, lo quema todo.
es_272	Deme unas gafas con canoa. - ¿Por qué las quiere con canoa? - Porque tengo cataratas.
es_276	Deme un gel de baño. - ¿Con sales o sin sales? - Me da igual, no estoy a régimen.
es_279	Mi exposición comprendía nueve obras y la de Carlos Cruz-Diez.
es_281	Si estás triste pon a cocer arroz durante dos horas, ¡ya verás cómo se te pasa!
es_282	Ese pantalón te queda fatal, pa meter en la cárcel al que lo ha diseñado, o sea, es una prenda muy punible.
es_284	Había un man tan León que leía hasta los bodrios esos que escribe la Mayer
es_289	Mi padre y mis abuelos a mi edad eran viejos, yo soy un senior ...
es_290	"Le echa morro y ordena: ""Lee, Chamorro""."
es_296	Tengo un estrés que parece que escuatro.
es_301	Laura acabó toda adolorida, y Yordi Rosado.
es_304	Que había un cementerio tan lujoso que la gente se moría por ir.
es_307	"Mamá, en el colegio me llaman ""enchufado"" pero yo les sigo la corriente."
es_308	¿Para qué va una caja al gimnasio? ¡Para ser una caja fuerte!
es_309	Antonio, ¿qué haces deprimido en el sótano? Me he venido abajo.
es_311	Una impresora le dice a otra: ¿Esta hoja es tuya o es impresión mía?
es_314	Eliminar correos no deseados es spam comido
es_315	¿Cómo se dice psicoanalista en japonés? Sakudo Tukoko
es_316	¿Qué le dice una nalga a la otra? ¿Qué mierdas pasa entre nosotras?
es_317	Dime un animal que empiece por L.- Elefante.
es_319	Todavía hay gente que quiere vender sombreros de la talla XXL. Pero, ¿en qué cabeza cabe esa idea?
es_320	Disimula y la mula dijo sí.
es_321	¿Cuál es la música favorita de los chakas?, La chunchaka.
es_327	¡Si quieres saber algo pregúntale al dos o tres! - ¿Por qué? -Porque uno nunca sabe
es_328	Me gusta mucho la música clásica. ¿De Verdi? - Te lo juri.
es_330	Cariño, ¿y si tenemos un hijo? -Nos habríamos dado cuenta, ¿no?
es_331	¿Qué le dice un perro sorprendido a su dueño? - Guau.
es_332	¿Qué tiene Darth Vader en la nevera? Helado Oscuro.
es_333	¿Me podría decir dónde está la señora de las empanadas? Sí, por su puesto.
es_334	¿Qué son ocho bocabits? -Un bocabyte!!
es_335	Si una piscina es honda, ¿de qué marca es el mar?
es_336	¿Conocés Tobia? - Tobia no.
es_337	Estoy muy contento con mi nuevo audífono. ¿Y cuánto te ha costado? A las 10 y media, como todos los días.
es_340	Una mujer entra al consulado, y un empleado le pregunta: - Quiere aplicar para una visa? Ella le responde: - No. Para la Mastercard.
es_341	A las 10 te pito y bajas. ¿Te has comprado un coche? - No, un pito.
es_343	¿Si aparece un fantasma con forma de estrella? ¿Es una aparición estelar?
es_344	¿Qué le dijo un fideo a otro? ¡Oye, mi cuerpo pide salsa!
es_345	Si tu profesión consiste en aspirar alfombras. ¿Es que tienes aspiraciones profesionales?
es_347	¿Por qué los adivinos no pueden tener hijos? - Porque tienen las bolas de cristal.
es_348	¿Cuál es la planta que más miedo da? ¡El bamBoo!
es_353	Honduras tiene serios problemas de alcoholismo. Todos los días aparece alguna oficina tomada.
es_356	Sabían que el aguacate es 50% Agua! no sabía. y el otro 50%? pues Cate!
es_360	¿Qué son 50 químicos y 50 físicos? - científicos!
es_361	La prensa internacional sorprendida por la noticia del despido de la pareja de enanos del Circo del Sol por no dar la talla.
es_362	A muchos les cuesta dar siempre el primer paso, sobre todo si son cojos.
es_363	¿Qué le dice una gallina deprimida a otra gallina deprimida? - Necesitamos A-pollo!
es_365	¿Viste el apagón de anoche? ¡Qué va!, estaba todo muy oscuro.
es_366	La policía dejó libre del asesinato al ciego porque no tuvo nada que ver.
es_367	¿Cuál es el café más peligroso del mundo? El ex-presso
es_368	¿Qué le dice un pollito muy enfadado a otro pollito? ¡Caldito seas!!
es_369	¿Qué despeinó a Tony Stark? Pues el Ironazo.
es_371	¿Sabías que las cajas negras de los aviones son naranjas? - ¡Qué me dices! ¿No son cajas?
es_372	Hoy en mandaron un link para descargar la Ilíada, pero me dio miedo darle clic por qué seguro traía troyanos.
es_374	¿Por qué murió de camino al cine? - Porque no vio el trailer.
es_375	¿Qué hace un mudo bailando? - Una mudanza.
es_376	¿Si al coger el zumo concentrado de naranja se me cae al suelo, se desconcentra?
es_379	¿Cómo se llama el campeón de buceo de china? Toko Fondo.
es_387	¿Cuál es la enfermedad más común de los extraterrestres? - Ovnicron.
es_388	La policía acaba de detener a dos rompecabezas porque estaba armados.
es_389	¿Por qué en Galicia todos los aeropuertos tienen capilla? - Para confirmar los vuelos.
es_390	¿Sabes qué hace un pez mago? - Nada.
es_391	¿Cómo se despiden los químicos? - Ácido un placer.
es_393	¿Como se llama el primo vegetariano de bruce lee? - Pues Broco Lee
es_394	¿Cuál es el papá del príncipe azul? - El blue-ray.
es_398	¿Cuál es el baile preferido del tómate? - La salsa.
es_401	¿Cómo estornuda un tómate? - Ketchup.
es_402	¿Cómo queda un Mago después de comer? - Mago-rdito.
es_406	¿Sabes por qué la escoba recibió el año tan feliz? - Si, porque Ba-rriendo.
es_407	Esta noche voy a beber como los televisores viejos - ¿Cómo es eso? - Sin control.
es_409	¿Qué le dice un ganso a una gansa? - Ven-ganza.
es_410	¿Por qué han metido al panadero en el manicomio? - porque ha perdido la ciabatta.
es_411	¿Por qué el programa se llama Bob esponja si Patricio es la estrella?
es_414	¿Qué le dice una vela a otra para seducirla? - Me derrito por ti.
es_415	¿Sabéis por qué es buena idea incluir una grúa en un anuncio? ¡Porque tiene mucho gancho!
es_416	¿Qué le dice un robot a otro robot que vuela? - ¿Qué pasa, dron?
es_417	¿Cómo se le dice a un pelo en la cama? -El Vello durmiente.
es_418	Si una monja cómete un delito, y la llevan presa, ¿es sor-presa?
es_420	Trabajaba en una fábrica de zumos, pero lo dejé porque me exprimían demasiado.
es_421	¿Por qué el mar tiene espuma? Porque la sirenita se llama Ariel.
es_423	¿Qué hace una abeja en un gimnasio? - Zumba!
es_424	En junio vi muchas capillas, y en julio iglesia.
es_425	Dicen que un canguro ha salido enfadado de Mercadona porque le querían cobrar la bolsa.
es_426	¿Últimamente te sientes comprimido? - Zip.
es_428	¿Cómo le hace supermán para pasar en medio de toda la gente? - Con súper-miso!
es_429	¿Qué le dice un pan a otro pan? - Te presento a una-miga.
es_431	¿Qué hace un asesino para entretenerse? - Matar el tiempo.
es_432	¿Nivel de inglés? - Alto - ¿Qué es oil? - Vielnes.
es_433	¿Qué le dijo un terremoto a otro terremoto en la escuela? De qué grado eres.
es_444	¿Quieres salsa? - Sí, mi churri
es_448	Hola, ¿está Agustín? - No, estoy incomodín.
es_450	¿Qué le dice un pecoso a otro pecoso? -Te gano por puntos.
es_452	¿Te sabes el chiste de Pocoyó? - No - Tampoco yo.
es_453	¿Como se comunican los veganos? - Con señales de humus.
es_455	¿Por qué Jaimito va con traje y corbata al oculista? Porque va a la graduación de sus gafas.
es_457	¿Qué hace una vaca en la playa? Está de vaca-ciones.
es_458	¿Qué le dijo un tacón triste a un tacón feliz? ¿tacotento?
es_460	Un acróbata de circo se cayó. Lo cargo el payaso.
es_463	Iba a contar un chiste sobre el aborto, Pero no me nació.
es_464	¡La bebida favorita del pulpo es el zumo con pulpa!
es_465	¡Padre! ¿He pecado? - No hijo, he pollo.
es_469	¿Sabes que me gustan los mapaches? - ¿Cuánto? - Mapachionan.
es_471	¿Qué le dice el uno al diez? Por lo menos yo soy sincero.
es_477	¿Quién es más grande con un año un niño o un pollo? -El pollo porque tiene año y pico
es_478	¿Dónde tenía Aladino la lámpara maravillosa? - Al ladin.
es_480	¿Si metes un ordenador en un acuario, se convierte en una PCra?
es_483	¿Qué le dice un refresco a otro cuando uno entra en la casa del otro? Bienbebido.
es_486	¿Qué hace una checoslovaca? - Checoslomu.
es_487	¿Por qué las focas del circo miran siempre hacia arriba? - Porque es donde están los focos.
es_492	¿Dice usted que es inspector de hacienda?  Sí - ¿Y esas plumas de la cabeza? -Soy de la tribu Taria.
es_494	Por qué doblan las campanas - Porque la están por guardar.
es_496	Saben porque 59 está siempre de pie. - Porque después sesenta.
es_497	¿Por qué has doblado tanto el mapa de las Islas Canarias? -Es que ponía archipliégalo.
es_501	Creo que tú y yo estamos juntos en coro, - No, en canto - Que sí, preciosa
es_502	¿A qué se dedica? - Trabajo en importación y exportación - Importante - Sí y exportante.
es_503	Amiga, cuando me presentaste a tu flaco me di cuenta que tienes Covid. - ¿Por qué? - Porque no tienes olfato ni gusto.
es_504	¿Tienen cocos? -Si - ¡Uy, que miedo!
es_505	¿Cómo le pusiste a tu tabla de surf? - Pa ola.
es_506	En la cama estoy como un dragón - ¿De caliente? - No de komodo.
es_510	¿Por qué nadie puede robar el wifi del Vaticano? - Porque es cón-clave.
es_511	Soy una persona muy independiente - ¿Y de qué trabajas? - Soy dependiente.
es_512	Doctor, creo que tengo paperas. - Pues toma 2€ y ya tienes para plátanos.
es_513	¿Cuál es la diferencia entre un volcán y un terremoto? ¿Que el terremoto ensucia - Y el volcán?  -¡Ps lava!
es_514	¿Si te pillan manoseando a Hulk, te han cogido con las manos en la masa?
es_516	¿Manuel, tu coche es automático? - Es manual - ¿Manual, tu coche es automático?
es_518	Última hora, los precios de armas de fuego se disparan.
es_519	Por favor me abre, vengo a ver a un familiar - ¿A quién? - A Bryan - ¡Uy, ¡qué impaciente!
es_520	¿Qué hace un sobre ardiendo? - Se está sobrecalentando.
es_521	¿Qué colonia usas? -Ninguna. Me ducho y me fumo 3 porros así salgo de casa limpito hiperfumado.
es_522	¿De dónde eres? - Kansas - Perdone usted, ya no le pregunto más.
es_524	¡Vaya fortuna que ha hecho Henry Ford con los coches! - ¡Y su hermano Roque Fort con los quesos!
es_525	Los actores que solo participan en películas son mejores porque son fuera de serie.
es_530	¿Qué queso prefieres Sherlock?  - El Emmental, querido Watson
es_531	¿Porque Sylvester Stallone no puede anclar su barco en el puerto? Porque Jean Claude Van Damme.
es_533	Buenos días, quiero una camiseta de un personaje inspirador. - ¿Ghandi? - No, mediani.
es_541	¿Qué bien huele tu casa? Claro, si es de estilo colonial.
es_543	Felicitad a vuestros teclados, hoy es Santa Tecla.
es_545	¿Al final te acosaste con la mujer del jefe? - Sí, aunque mi trabajo me costó.
es_550	¿Qué es un dolor que se me pasa de acá para acá, y de acá para allá? - Un dolor pasajero.
es_552	Buenas tardes, ¿Me da un iPhone? - ¿diez? - ¡Le dije uno!
es_554	¿Qué tipo de leche da más grima? La leche dentera.
es_558	¿En que viajan 8 músicos? -En Do Re Mi.
es_559	Señor puedo alquilar “Batman Forever” - Imposible, tiene que devolverlo
es_560	Hola, soy homeópata - Es un placebo conocerte.
es_563	Vendí todas mis sillas, porque a nadie le importa cómo me siento.
es_564	Un señor tuvo un accidente ortográfico, quedo en coma.
es_567	¿Usted es Clara?  - Claro - Disculpe, señor.
es_571	¿Tú sabes si horchata lleva H?  - claro que lleva si no sería horcata.
es_573	¡Estoy harto de que la gente hable a mis espaldas! - Señor, usted es taxista.
es_574	¿Tu cuñado a qué se dedica? - Es quiosquero - Ya, y nosotros a ti un montón, pero ¿a qué se dedica tu cuñado?
es_575	¿Qué sale de cruzar un dragón y una gallina? - Pollito asado.
es_577	Una abuelita se fue a sacar la visa y como se la dieron se convirtió en visabuela.
es_579	Había un cocinero que era un cocinero tan feo, que hacía llorar a las cebollas.
es_580	Oye, ¿qué hora tienes? -Las diez menos diez. - ¡Entonces no tienes nada!
es_581	Cuando un ocho se cae es infinitamente gracioso.
es_583	¿Cuál es el líquido más conformista? -El agua exigenada.
es_588	¿Qué le dijo un perfil de Instagram a otro perfil de Instagram? - Me parece que me siguen.
es_593	Hoy maté una pulga inglesa - ¿Cómo sabes que es inglesa? - porque estaba en la ingle.
es_597	¿De qué murió la madre de Kung-Fú? - De Kungfuntivitis.
es_599	Por qué EE.UU no puede jugar al Ajedrez? - Porque le faltan las Torres.
es_600	¿Hace mucho que espera?  -Yo nunca he sido una fruta.
es_602	María y Teinflo fueron a la peluquería, María se hizo los rulos y Teinflo las mechas.
es_604	A ver Jaimito ¿Nuestro héroe de la patria murió en? - ...fermo, profesora!
es_605	¿Por qué el Papa le paga alquiler a Batman? -porque vive en el BAT-icano.
es_606	Batman! ¿Qué haces trabajando en este chiringuito? - Preparando BAT-idos.
es_608	Había un perro que se llamaba pegamento se calló y se pegó.
es_609	¿Tenéis zapatazos del 36? - No, de la guerra no nos quedan.
es_610	¿Qué le dices a un ácido cuando te viene a molestar? – Aminoácido.
es_611	Mira pues a mí no me gusta hacer negocios con calvos, me parece muy descabellado.
es_613	¿Cómo se llama la mujer de Peret? - Peretty Woman.
es_614	No queremos mascarillas - Queremos masbaratillas.
es_616	¿Cómo se llama la primera contagiada de Coronavirus? - Inés tornudo.
es_617	¿En qué idioma hablan las tortugas? - En tortugués.
es_619	Jefe, tiene una reunión a primera hora - Posponlo -Pos ya lo he puesto.
es_622	A la persona que robó mis antidepresivos - ¡Espero que estés contento!
es_623	Me he comprado dos motos pequeñas.  - ¿Vespinos?  - Cuando voy al monte.
es_624	¿Por qué los submarinistas se tiran hacia atrás? - Porque si se tiran hacia delante caen dentro del barco.
es_626	¿Y para qué es una pala? Pala-cabal.
es_628	Conocí a mi novia en un ascensor, soy el amor de subida.
es_630	¡Las máscaras de protección suben de precio! Ahora son mas-carillas.
es_632	Tu hermana sigue de novia con el de la funeraria. Sepelio.
es_633	Una comedia con una mamá zombi, se llamaría combi.
es_637	Mamá, mamá, en el cole me tiran migas de pan. - No les hagas caso, Paloma.
es_638	 ¿Sabes cuánto pago de alquiler por la frutería? - No, ¿cuánto? - Pimientos euros.
es_641	¿Un cacahuete flotando en el agua, sigue siendo un fruto seco?
es_643	Yo soy muy devota. - Pues yo soy más de sandalia.
es_645	Llevo toda la vida buscándote le dijo mi calcetín a su par perdido.
es_647	Tengo un chiste sobre frutas, pero no puedo contártelas. ¿Por qué? Porque le faltan madurar.
es_649	Me puedo pasar horas leyendo Quevedo. Sé que es solo una palabra, pero me encanta.
es_650	¿¿Cómo se llamaba aquél aristócrata que siempre llegaba tarde?? - El Conde Mora.
es_651	¿Profe me regañaría por algo que no hice? - por supuesto que no - Que bueno porque no hice la tarea.
es_654	Intenté conquistar a una programadora, pero no sé de-Java.
es_655	Le hablo a esa programadora y no responde. - ¿Has probado com-Pilar?
es_656	¿Como se dice eyaculador precoz en japonés? - Yata.
es_659	¿Cuál es el útil escolar que te saluda? - La cuadernola.
es_661	¿Cuánto espacio va a dejar el Reino Unido cuando se marche de la UE? - 1 GB.
es_669	Usted ha cometido un crimen matemático - Lo asumo - Pues lo arresto.
es_671	Hay 10 tipos de personas: los que saben binario y los que no.
es_672	¿En qué se parecen los árboles de navidad y las piernas de tu suegra? - En que los dos tienen el cableado por fuera.
es_673	En los carretes de los zancudos siempre hay algo pa' picar.
es_675	Me comí un completo desmayado - Tenía mayo y se la saqué.
es_678	¿Cuál es la comida que siempre se enferma en navidad? - El Tamalito.
es_679	¿Alguien que quiera salir hoy? - ¿A parte de los que están presos?
es_680	¿Cuál es el ave que mejor baila? - El flamenco.
es_681	El mejor nombre para un gato: Excusez Miau.
es_683	¿Papá Noel? - No, sí él.
es_684	Como dijo Jack el Destripador vayamos por partes.
es_685	Si tú novio se llama Salvador no es tu novio - Es tu Chava.
es_688	Cuáles son los mejores dulces mexicanos que le gustaban a Michael Jackson – ¡Los escuincles!
es_689	¿Cuál es el colmo de Batman? - Que lo Robin.
es_690	Si le enseño a manejar a alguien, ¿Soy autodidacta?
es_692	¿Qué hierro toma? - Ferrovial.
es_693	Un payaso que se quedó dormido en una fiesta y lo despintaron.
es_694	Discutir con un DJ es imposible. Siempre está cambiando de tema.
es_696	¿Es usted el encargado de la piscina? - Pues cloro que sí.
es_697	"Me pregunto si me pusieron ""Mar "" para garantizarme una vida bien salada."
es_698	Un amigo que es soldado me contó que le ordenaron salir a la calle. Se cayó a un hoyo y se desoldó.
es_700	¿Qué pasa si te expulsan de 4 universidades? Que estás perdiendo facultades.
es_701	El salón de la casa de Gandalf ¿Es la sala de Istar?
es_704	Un caballo en Halloween ¿Truco o trota?
es_705	¿Cuándo una otaku tiene óvulos listos, entonces se puede decir que esta UwUlando?
es_706	Jaimito ¿cuántos metales conoces? - Barios.
es_707	¿Si la tierra es redonda y se llama planeta, si fuera plana se llamaría redondeta?
es_711	¿Usted escucha voces en su cabeza?  - Dice que no señor.
es_712	¿Los romeritos son los niños que van a la Romería?
es_714	¿Para qué quiere un oso panda unas zapatillas? - Pandar.
es_717	Judas: ¿Cara o cruz? - Jesús: ¡Cruz!
es_718	¿Seguro que has superado tu obsesión por los licores? - Claro que sí! ¡Te lo orujo!
es_721	La dejé por su adicción a una fruta seca. nu-ez para mí.
es_725	Cuando un ciego quiere ligar con otro en una fiesta, le pregunta ¿Me concedes este braille?
es_728	¿El Mar Angosto, cuando llega el invierno se convierte en el Mar Diciembre?
es_738	Hay dos panaderías en mi pueblo. Y han secuestrado al panadero. Ahora está en panadero desconocido.
es_740	¿Con los huevos de Asgard se hacen Thortillas?
es_741	¿Cómo se dice pequeño en japonés? Ta-chi-quito.
es_742	Detective, hemos encontrado restos de un bollito suizo - Ha debido ser un suicidio.
es_743	Tengo dos vecinos. Óscar de la Renta y Pablo de la hipoteca.
es_746	¿Si una pistola es de color blanco el atraco se considera con arma blanca?
es_747	¿Cuál es el colmo de un zurdo? - Estudiar la carrera de derecho.
es_749	¿Por qué los mexicanos somos malos en el billar? - Porque nos comemos los tacos.
es_750	Entra Jesucristo a un bar y todo el mundo se empieza a reír. Es la gracia del señor.
es_751	Esta es mi hija, la menor. - Ah, pues este es mi hijo, fa sostenido.
es_753	¿Si Pinocho y Groot se pelean, salen tablas?
es_757	¿Cuándo el entrenador del Chelsea va al dentista se puede decir que se hace una limpieza de Sarri?
es_758	¿Qué le dijo una iguana a otra iguana? - Somos iguanitas!
es_759	¿Por qué los osos panda no se disuelven en agua? - Porque no son polares.
es_760	¿Como se llama la secretaria de Batman? Bati la fea.
es_770	¿Ustedes saben cuál es el instrumento que menos le gusta a la gente del partido comunista y el frente amplio? - El contrabajo.
es_771	¿Por qué la gallina cruzó la cinta de Moebius? Para estar del mismo lado.
es_773	Me caen bien los submarinistas porque en el fondo son buena gente.
es_775	¡Mamá! ¡Deja de echarme guacamole por encima! ¡Cállate Nacho!
es_778	¿Como cierran dos programadores con un trato? Con un commit.
es_784	¿Cuál es el colmo de Aladino? - Tener un mal genio.
es_786	¿Sabéis cuál es el arma favorita del Ark? El ark-o.
es_788	Dos chicas van a un hotel y piden un cuarto ¿Qué hora es? Un cuarto para las dos.
es_789	¿Cuál es la montaña más higiénica? El volcán porque echa la ceniza y después la lava.
es_790	¿Cuál es el Sistema Operativo (SO) Favorito de los Japoneses? - El Uwuntu.
es_791	¿Por qué la naranja se fue a la cárcel? - Por su pulpa.
es_792	¿Has escuchado el chiste del tren? - No. - Suele pasar.
es_796	¿Has intentado alguna vez comerte un reloj? - Cuesta mucho tiempo.
es_799	Vayamos sin prisa y prisa se quedó en casa.
es_804	¿Qué le dijo un salero a otro? - Na.
es_806	¿Cuál es el único animal que puede entrar al cine? - Pues las Palomitas.
es_807	¡Me encantan las aves! - Y qué te parece el cisne? - Pues depende de la película.
es_813	Soy tan adicto al Yakult que cuando estoy en el acto bacilo.
