id	text
fr_238	Son père était joueur de foot. Elle allait droit au but.
fr_245	"Le scorpion dit au désert : ""À chaque fois que l'on se parle tu me lances des piques"""
fr_246	L'astronome est devenu comédien parce qu'il voulait toujours visiter les étoiles.
fr_250	Si vous êtes assez chanceux pour vous rendre dans nos montagnes, vous êtes assez chanceux.
fr_268	Les danseurs d'escaliers trop imprudents risquent de chuter à toute volée.
fr_269	J'ai attrapé un virus en décembre dernier, ça sentait le sapin chez moi.
fr_270	Les scieries qui perdent de l'argent doivent faire beaucoup de coupes.
fr_271	Les vieux profs de maths me meurent jamais, ils deviennent juste irrationnels.
fr_286	En laissant des pâtes alphabet sur le feu on risque d'écrire l'histoire.
fr_292	Si les taupes venaient à disparaître, cela laisserait un trou dans l'écosystème.
fr_308	J'ai eu quelques problèmes de dos, mais c'est derrière moi maintenant.
fr_313	Le chat a pris des leçons d'ordinateur dans l'espoir de maîtriser son emprise sur une souris.
fr_321	"""Nous n'avons pas d'orange"" dit Tom d'un ton acide."
fr_322	Un cowboy qui est également artiste sait tirer sa peinture au clair.
fr_326	Il ne faut jamais critiquer un boulanger, sinon tu te retrouves dans le pétrin.
fr_332	Si vous laissez votre soupe de lettre déborder, A B C Désastreux
fr_339	Le professeur de maths arrive toujours vêtu d'un impair.
fr_351	Ce n'est pas par hasard qu'on parle d'âge tendre pour les races à viande.
fr_359	Certaines performances de rap sont cool mais d'autres sont vraiment des Maska-rades
fr_360	Pour souligner que quelqu'un est un étranger : ''Comme on disait dans l'industrie du fromage, je ne le connais pas d'Edam''.
fr_362	Un champion de nascar amorça un tournant dans sa carrière.
fr_363	En hivers, certains chevaux ont des Frisons.
fr_370	Leur poursuite jusque dans un sauna par un tueur à gages leur donna des sueurs froides.
fr_372	Les méchants bovidés représentent-ils un oryx ?
fr_373	Certaines personnes trouvent les exercices incendie très alarmant
fr_388	Un fournisseur d'électricité doit recruter des employés plein d'énergie.
fr_396	C'était un critique de restaurant, mais il n'avait pas goût.
fr_398	Deux mûres se sont battues. Ce fut une vraie dégelée.
fr_409	Ce qui ressort souvent c’est que les vieux adeptes du saut à l’élastique ne meurent jamais, ils retombent sur leurs pieds.
fr_416	Une vache m'a sauvé la vie hier : c'était une intervention bovine.
fr_434	Elle était une simple fille de marchand de fruits et légumes, mais, oh, elle n’hésitait pas à ramener sa fraise.
fr_437	Le gérant de cet hôtel nous a bien chambré.
fr_456	Le voleur de mouton est devenu complètement chèvre.
fr_459	L' homme chauve a réfléchi à une greffe de cheveux. Il espère que ça lui donnera plus de toupet.
fr_474	Les vieux imprimeurs ne meurent pas, ce n'est pas dans leur caractère.
fr_476	Ma femme de ménage a fait tomber du beurre sur le sol, Elle & Virée.
fr_477	Certaines personnes trouvent que les exercices d'évacuation incendie très alarmants.
fr_482	Un cowboy qui était également un réparateur qui dégaine rapidement.
fr_491	Un nom et un verbe étaient en couple mais ils se sont séparés parce que le nom était trop possessif.
fr_497	C'est un magasin de batterie spécialisé où on ne vend que des baguettes de seconde main.
fr_499	"""3.14159265"", dit Tom, pieusement"
fr_512	Quand j'ai demandé à l'homme comment il était devenu un éboueur de fossé, il a dit qu'il venait de tomber dedans.
fr_521	Est-elle vraiment tombée dans les pommes ou nous raconte-t-elle encore des salades ?
fr_525	Je me demandais si le nouvel occupant de notre chambre d’hôte n’était pas un terroriste. Quand je lui ai montré le matelas gonflable sur lequel il allait dormir, il a explosé.
fr_526	On préfère sécuriser vos vies que les dévaliser
fr_529	Un nom et un verbe sortaient ensemble, mais ils ont rompu : ils ne s'accordaient pas.
fr_530	Je suis mathématicien, ajouta Tom sommairement.
fr_531	Docteur, Docteur, que prendriez-vous pour ce rhume ? - Faites-moi une offre. Suivant
fr_540	Une compagnie d'électricité est toujours à la recherche d'employés plein d'énergie.
fr_546	Les régimes, c’est pour ceux qui en ont gros.
fr_554	Le hypnotiste est sorti de son entreprise parce qu'il n'avait plus de suggestions.
fr_560	La personne qui a décidé de construire l'Empire State Building a fait un choix archi-tactique.
fr_576	Si les vaches voyaient comment on traite leurs copines, elles vêleraient rouge
fr_580	Pour ceux qui préfèrent le beurre à la guerre de nerf.
fr_589	Un régime réussi c'est une victoire de l'esprit face à la soupière
fr_590	Tu as entendu parler du nouveau médicament qui rend les gens en colère ? Il fait rage.
fr_591	Les vieux pyromanes ne meurent jamais, ils perdent juste la flamme dans leurs regards.
fr_605	Bien que la question du puits restait un mystère à ses yeux, elle ne voulait pas creuser plus loin cette question.
fr_616	Quand le voleur est tombé dans le béton et a rompu ses deux jambes, il est devenu un criminel dur.
fr_620	Ce plat à un goût de plutonium, dit Tom brillamment.
fr_634	L'acupuncture est un corps de métier pointu.
fr_635	Faites confiance à votre calculatrice, c'est quelque chose sur lequel vous pouvez compter.
fr_653	Eve-oulait tenter Adam
fr_655	Brisez la glace.
fr_660	Il y avait un type qui a été viré de l'usine de jus d'orange pour manque de concentration.
fr_674	Ce n'est pas encore un troupeau de gnous mais c'est déjà un zébu.
fr_686	Le mathématicien avait acheté une ferme pour pouvoir travailler dans son tracteur parce que son cerveau ne fonctionnait que dans son champ.
fr_691	Les anciens ELECTRICIENS ne meurent jamais, ils perdent leur résistance.
fr_694	Le dernier café que j'ai bu ne m'a pas mar(c)qué
fr_703	Mon ami et moi avons commencé à dater après qu'il eut renversé la mine. Nous nous sommes rencontrés par accident.
fr_706	Ce mauvais mathématicien n'a jamais pu compter sur ses amis.
fr_711	J'ai trouvé du pétrole ! s'enflamma Tom.
fr_714	"""Papa, je suis fatigué"" – Bonjour Fatigué, je suis papa"
fr_715	On ne manquera jamais de profs de maths parce qu’ils se multiplient.
fr_722	La discussion concernant le creusement d'un nouveau puits de mine fut trop profonde pour lui.
fr_734	Je ne parvenais pas à trouver comment attacher ma ceinture. Puis j’ai eu un déclic.
fr_742	"Q: Combien est-ce que le forgeron t'as fait payer ?""
A: Rien, c'était au fer."
fr_747	deux pom-pom girls se sont séparées: elles n'arrivaient plus à se supporter mutuellement.
fr_756	Allons à la salle de gym et prenons du poids un moment.
fr_757	J'ai vendu mon aspirateur... il a mordu la poussière.
fr_758	Les nettoyants à sec sont souvent pressés pour le temps.
fr_779	Quand j'ai vu ma PlayStation volée, ma famille était là pour me consoler.
fr_780	Je déteste les ignames, répétate doucement Tom.
fr_795	Je soupçonne notre invité d'être un terroriste ; son fruit préféré est la grenade.
fr_801	Ce nouveau modèle de serpillère électronique a balayé la concurrence.
fr_824	Certains régimes entraînent des réactions intestinctives.
fr_852	Les vieux utilisateurs de cartes de crédit ne meurent jamais, seulement, ils expirent.
fr_853	Un cowboy qui aime le dessin trace plus vite que son ombre.
fr_861	Le pêcheur ne cessait de se vanter du gros poisson qu'il avait attrapé, mais il n'était pas très pacifique quant à l'endroit où il l'avait attrapé.
fr_881	L'opérateur me demanda si je lisais des magazines ce à quoi je répondis que cela m'arrivait, mais seulement de façon périodique.
fr_885	C'est quoi un grand angle ? demanda Toto de manière obtuse
fr_895	Je suis devenu prof d'escrime mais mes élèves prenaient la mouche.
fr_900	Elle avait une mémoire photographique, mais elle ne l'a jamais développée.
fr_903	Les tailleurs aiment traîner dans les forums internet, car ils sont pleins de fils.
fr_918	Elle désirait fortement cette vaste demeure, maison n'osait pas l'annoncer à son mari, qui n'avait palais moyens.
fr_923	Elle était une enfant de la balle, mais elle avait de sacrés obus.
fr_939	J'étais banquier, mais j'ai perdu des intérêts.
fr_948	JACK : En tout cas, c'est bien mieux que lorsque vous dépassez les limites vestimentaires. ALGERNON : Si je dépasse les limites vestimentaires de temps en temps, je me rattrape en dépassant les limites intellectuelles tous les jours.
fr_949	Les médecins des arbres ne meurent jamais, ils sont juste déracinés.
fr_955	Haut les coeurs, mon cher. Le style vient en grande partie de la façon dont vous vous tenez. La poitrine bien haute, comme ceci.
fr_971	J'ai appris l'arrivée des oies sauvages en lisant le canard.
fr_976	Quel est le comble pour une informaticienne geek ? De ne pas avoir Lenovo ordinateur qui vient de sortir
fr_981	Les vieux mineurs ne meurent jamais, ils perdent juste leurs veines.
fr_987	La couche de peinture à l'huile est si épaisse que j'en ai presque le nez bouché. D'ailleurs, je suis sûr que son prix a également de quoi couper le souffle.
fr_991	Les vieux programmateurs ne meurent jamais, ils changent juste d'adresse.
fr_995	Certains mathématiciens n'aiment pas cosiner des prêts.
fr_1000	Pendant son temps libre, mon fils étudiant chasse le daim pour vendre la viande. L'argent récolté lui cerf à couvrir ses dépenses.
fr_1017	Les joueurs de baseball sont censés être des battants dès le début de leur carrière.
fr_1018	On vous accueille à l’autel de tout chœur.
fr_1030	Un huissier à décidé de frapper un collègue, qui lui a prestement rendu la monnaie de sa pièce.
fr_1037	J'ai voulu enregistrer mon disque dans une animalerie spécialisée dans les reptiles mais le gecko était ingérable et rendait le travail impossible.
fr_1047	Les astonautes ont très souvent un point de vue différent des autres.
fr_1054	Que s'est dit le raisin en se faisant marcher dessus ? Que tout est un peu vain
fr_1059	Le phoque qui est enfermé dans la culpabilité a toujours un sentiment de rémoras.
fr_1063	Vous m'avez toujours dit que vous vous appeliez Constant. Je vous ai présenté comme Constant. Vous répondez au nom Constant. Vous avez l'air Constant. Vous êtes la personne la plus constante que j'ai jamais rencontrée.
fr_1067	J'avais une peur des obstacles mais j'ai appris à passer outre
fr_1074	Les vieux météorologues ne meurent jamais, ils montent au ciel
fr_1079	Le sel a dit bonjour au poivre, c'était des salutations assaisonnées.
fr_1113	Ma classe de géométrie avancée est pleine de cônes.
fr_1116	Qu'est-ce que tu fais sur une île déserte ? Tu trouves une cuillère et tu l'attaques.
fr_1118	Est-ce qu'un acte de maltraitance sur une abeille peut être considéré comme du bzzutage ?
fr_1128	Je suis Redd White, le PDG de Bluecorp. Vous savez, Présence, Distinction et Grâce !
fr_1131	Son père était un grand voyageur. Elle en connaissait du Monde!
fr_1132	"""Il s'agit d'une unité de courant électrique"", dit Tom d'un ton ampère."
fr_1139	""" J’ai une écharde au niveau de la deuxième phalange de mon index droit "" dit Tom de façon pointilleuse."
fr_1141	Apporte-moi un élastique, et que ça saute !
fr_1143	C’était un mécanicien qui était aussi musicien. Il était capable de te faire redémarrer n’importe quelle guimbarde.
fr_1148	"""Il faut sauver les baleines"", jeta Tom avant de se tasser."
fr_1151	Pour sa dernière campagne promotionnelle, le manager des Tuyauteries et Aciérie demandat à son équipe de souder toute la population locale
fr_1167	Parfois, une grossesse est si longue que l'on dirait qu'elle dure une maternité
fr_1181	Ne vous perdez pas dans la brume, sinon vous n'aurez pas l'idée la plus brumeuse d'où vous êtes.
fr_1185	On voulait alimenter la ville en électricité par une ligne qui traverserait une réserve naturelle : cela généra beaucoup de tension.
fr_1187	Les pilotes de ligne ont souvent des amis haut placés.
fr_1191	"Deux crotales font la grêve de la faim, quand l'un dit à l'autre ""t'as les crocs ?"""
fr_1213	Un barbier qui a beaucoup de travail peut avoir l’âme en peigne.
fr_1216	En haut d'une échelle, il a vu une belle fille en bas. Il est tombé amoureux d'elle.
fr_1229	Pourquoi les chimistes font-ils si souvent référence à l'hélium, au curium et au baryum ? Parce que sans hélium et sans curium, vaut mieux se barium !
fr_1232	Les professeurs relookés ne sont pas de classe.
fr_1234	Joli miroir ! dit Tom en réfléchissant.
fr_1241	Beaucoup d’arbres sont morts, il faut qu’ils déterrent la racine du problème.
fr_1243	Perdu dans le noir? Essayez d'avoir une idée brillante!
fr_1262	Les vieux professeurs de trigonométrie ne meurent jamais, ils perdent seulement leurs identités.
fr_1279	Aie du flair, suis ton bon sens
fr_1287	A l'apogée de sa carrière Houdini utilisait beaucoup de portes dérobées, puis il est passé à la trappe.
fr_1294	Les vieux photographes ne meurent pas, ils perdent leurs objectifs de vue.
fr_1301	Je m'appelle Barbara. Je suis barbière.
fr_1317	J’étais furieuse quand la batterie de mon portable s'est épuisée. Mon conseiller m'a suggéré de trouver une prise.
fr_1320	Je me suis fait viré du magasin de musique. Mon volume de ventes était trop bas.
fr_1324	Avoir trop de voyelles est un problème consonnant au Scrabble.
fr_1325	Son cœur se mit au galop en le voyant là, aussi beau et faisant cavalier seul.
fr_1335	C'est compliqué d'expliquer les blagues aux kleptomanes, ils prennent tout au premier degré.
fr_1340	Les chasseurs de fantômes se réunissent souvent pour entretenir leur esprit d’équipe.
fr_1348	Le puits demeurait pour lui un mystère sans fond.
fr_1353	Mon cœur piaffe quand Edith chante
fr_1357	Tu veux du soda dans ton bourbon? demanda Tom de manière caustique.
fr_1360	« Nous n'avons plus de citrons », dit-elle avec amertume.
fr_1366	Les régimes, c'est pour les gens qui en ont plein le bol.
fr_1379	Un barbier occupé vit toujours sur le fil du rasoir.
fr_1382	Lancelot salua Guenièvre, impatient d’atteindre le cœur de l’arène.
fr_1383	Chaque fois je suis témoin d'une injustice, ça m'émeute profondément.
fr_1384	Il jeta du saucisson sur sa femme, qui le fit arrêter pour porc d'arme dissimulée.
fr_1391	Il a fait des recherches pour monter un magasin spécialisé en whisky, mais au final cela fut en vins
fr_1415	Pour un coiffeur, être trop occupé, c'est barbant !
fr_1418	Seul, vous restez concentré, au milieu d'un groupe, vous êtes à la masse.
fr_1425	"""Le rire est le propre de l'homme, le savon aussi"" – de Philippe Geluck issue de Le Chat"
fr_1426	Les vieux électriciens ne meurent jamais, ils ne font que disjoncter.
fr_1430	Les vieux logiciens ne meurent jamais, ils finissent juste par se faire une raison.
fr_1444	Cette équipe de baseball n’est pas favorite mais c’est important qu’elle batte son adversaire.
fr_1445	Les professeurs de yoga sont flexibles en ce qui concerne le calendrier des cours.
fr_1448	Un musicien est allé à l'hôpital après avoir fait trop d'accidents.
fr_1459	Les vieux chirurgiens d'arbres ne meurent jamais, ils abandonnent juste la branche.
fr_1462	Sur la gazinière, la bouilloire sifflait un air de Joe Dassin tant qu’elle pouvait... Zaï zaï zaï... L’eau était prête.
fr_1480	Il n'y a pas de raccourci pour un travail bien fait.
fr_1509	L'avantage d'être au fond du trou, c'est qu'on ne peut pas tomber plus bas.
fr_1520	Si les couleuvres venaient à disparaître, cela impacterait toutes les nuances de l'écosystème.
fr_1522	"Le premier canard ne voulait pas aller à l'eau. L'autre lui dit ""Dépêche toi, poule mouillée !""."
fr_1524	On m'a raconté plein de choses sur les grenouilles mais je ne te dirai pas coâ
fr_1536	Les vieux électriciens ne meurent pas, ils s'en vont rejoindre leurs ampères.
fr_1554	"Depuis ma rencontre hier avec le pistolet paralysant, la ""décharge"" n'a pas disparu."
fr_1561	Les vieux profs de trigo ne meurent jamais, ils prennent la tangente.
fr_1573	Le mauvais mathématicien ne pouvait plus compter sur ses amis.
fr_1579	Les joueurs de baseball sont d'emblée supposés bien connaître les bases.
fr_1588	Au bout d'un moment, les encadreurs ne peuvent plus se voir en photo.
fr_1594	"""J'ai lu Voltaire"" admit Toto candide."
fr_1597	"Quand le serveur m'a dit qu'il n'avaient plus de maïs, j'ai répondu: ""ah non, j'en ai maïs à la fin"""
fr_1606	ça ne m'a pas fait rire quand mes deux oncles ont pariés sur qui ramenerait une femme à coucher au camping parce qu'Oncle Tony avait déjà ma tente.
fr_1610	Il a fallu plusieurs essais au pâtissier pour réussir la cuisson de ses cookies ; ce n’était pas du gâteau.
fr_1613	Je n’ai jamais compris comment on peut frapper quoi que soit avec une batte … parce qu’avec le criquet , c’est tellement ailé-atoire .
fr_1620	Les dirigeants du secteur pétrolier utilisent toujours un langage brut.
fr_1633	"Un important coup de filet de la police a mené à l'arrestation du ""gang des sardines"""
fr_1641	Personne ne garde la tête froide face aux flammes de l'enfer
fr_1653	Le jour où un fleuriste a eu trop de travail il a pris la clé des champs.
fr_1672	Un voleur a volé plusieurs volumes à la bibliothèque avant de se livrer à la police.
fr_1686	Ils avaient construit cet igloo ensemble mais maintenant ils sont en froid
fr_1688	Ils ont sué sang et eau avant d’atteindre le sauna et échapper au tueur.
fr_1694	"""Je préfèrerais être un travailleur chinois"", dit Tom riant jaune."
fr_1696	Un atelier de musique a été dévalisé. Le voleur a laissé des signes de luth.
fr_1701	Le mathématicien, inepte, ne pouvait pas compter sur ses amis.
fr_1707	T'as entendu parler du nouveau modèle de piñata ? Ils ont frappé un grand coup sur le marché !
fr_1725	Quand il est tombé dans le béton, il a laissé une mauvaise impression.
fr_1737	Le syndicat des installateurs de conduits d'aération parle beaucoup mais c'est du vent.
fr_1740	C'était la première fois qu'elle voyait une éponge vivante en exposition, et elle s'en est vraiment imprégnée.
fr_1741	Seul, on est dans le vrai. Dans la foule, le groupement.
fr_1752	Mon amie, qui enseigne l'origami, vient de démissionner. 1. Il y avait trop de paperasse. 2. Elle n'arrêtait pas de se plier en quatre. 3. Elle ne faisait pas le poids.
fr_1753	Faire un compliment, c'est steamuler l'esteame de soi.
fr_1755	Les nettoyeurs à sec sont souvent pressés par le temps.
fr_1760	Vous l'imaginez, on vous la pique.
fr_1775	Liz a appelé pour votre bouffe de ce soir. Ensuite ta mère a rappelé pour que je la bouffe ce soir.
fr_1778	Quel est le comble pour un chanteur ? D'être sans voix.
fr_1794	Les vieilles couturières ne disparaissent pas, c'est juste qu'elles agissent sous couverture.
fr_1799	LES VIEUX PHOTOGRAPHES ne meurent jamais, ils arrêtent juste de développer.
fr_1802	En se rendant à la salle de spectacle, l'humoriste s'arrêta chez le marchand de tissu. Il pensait y trouver de nouvelles idées pour son texte, il cherchait, lui, mais il n'y avait que du textile cher chez lui.
fr_1803	Il avait 7 jours de retard sur ses prières. Je lui ai dit de semainier un peu !
fr_1807	Firmin et Henri attendaient tous les deux que Gladys arrive dans leur collocation. Elle appuie sur la sonnette mais personne ne lui ouvre, car aucun des deux ne sait pour qui sonne Gladys.
fr_1833	Elle n'était que fille de prisonnier, mais elle connaissait bien les barres.
fr_1848	"""Je n'arrive pas à croire qu'il y avait 527 986 abeilles dans cet essaim !"" compta Tom."
fr_1849	La mannequin qui a rejoint l'armée était une bombe.
fr_1852	Docteur, docteur, je crois que je suis une cuillère. - Asseyez-vous ici et arrêtez de remuer.
fr_1867	Les entraîneurs ont généralement un but à l'esprit.
fr_1886	Les vieux profs de maths ne meurent jamais, ils font juste des expressions bizarres.
fr_1891	Quand on passe un entretien d'embauche pour une imprimerie, il faut essayer de faire bonne impression.
fr_1902	Le chat avait un problème parasitaire, il a du être pucé.
fr_1910	Les vieux boulangers ne meurent jamais, ils arrêtent juste de gagner leur croûte.
fr_1913	Un nom et un verbe sortaient ensemble mais ils ont rompu car le nom était trop possessif.
fr_1916	Les pilotes de ligne se font beaucoup d’amis haut placés.
fr_1918	Apprendre n'a jamais été aussi chouette !
fr_1930	Les professeurs de sciences se sont séparés parce qu'il n'y avait pas de chimie.
fr_1939	Camille a déménagé dans une maison en travaux, elle a pris un coup de chaux.
fr_1958	Un jardinier qui est revenu dans sa ville natale a redécouvert ses racines.
fr_1961	Elle voulait vraiment cette grande maison, mais elle n'osait pas chambrer son mari à ce sujet.
fr_1975	Les dentistes n'aiment pas quand les patients croquent des fraises.
fr_1983	Ce dentiste m'insupporte, il faut toujours qu'il ramène sa fraise !
fr_1989	""" Je suis allé au Festival de Cannes "" dit Tom avec azurance."
fr_2004	Mon oncle était devenu très difficle. Il ne voulait plus manger que de la volaille et boudait toutes les autres viandes. On se moquait de lui en disant qu'il avait la bouche en cul de poule.
fr_2006	"""Es-tu homosexuel ?"" demanda Tom gaiement."
fr_2019	Pour un chimiste déçu par une expérience, la réaction se lit sur son visage.
fr_2026	J'ai demandé au cassier si je pouvais avoir un ticket gratuit pour le Hobbit, il Ori
fr_2042	Mon passé, mon présent et mon futur se sont rencontés dans un bar. C'était temps-du !
fr_2044	Les choux sont les légumes les plus pommés dans le potager
fr_2111	Les vieux comptables ne meurent jamais, ils perdent juste leurs chiffres.
fr_2121	Martell, on croyaient disparus les cognac qui martèlent.
fr_2123	Jésus se retourne dans sa tombe. Joyeuses Pâques.
fr_2155	Les bébés plus petits peuvent être livrés par des couleuvres, mais les bébés plus lourds ont besoin d'une grue.
fr_2170	Quel est le comble pour un cardiologue? De ne pas connaître son sujet par cœur
fr_2178	Je m'appelle Derek. Je travaille dans le secteur des puits de pétrole.
fr_2193	Il y a une légère fuite qui a dégradé mon papier peint de baleines et dauphins, c'est un dégât des eaux séant.
fr_2194	Une conductrice de train ne meurt jamais, seulement, plus ça va, plus elle déraille.
fr_2200	Ce strip-teaseur ne supportait pas qu’on le porte aux nues.
fr_2202	CECILY : Miss Prism dit qu'une belle femme est un piège. ALGERNON : Un piège dans lequel n'importe quel homme sensé aimerait  se coincer la patte.
fr_2208	Pourquoi Humpty Dumpty déteste les blagues? Parce qu'il y a toujours une chute à la fin.
fr_2227	Les légendes nous disent qu'un homme pieux peut venir à bout d'un vampire.
fr_2234	Les pilotes vieillissant ont l'air un peu perturbés.
fr_2238	Tu as entendu parler de la nouvelle piñata? C'est un beau coup.
fr_2241	"""C'est entre ma semelle et mon talon"" pointa Tom"
fr_2242	Deux sociétés minières ont fusionné et sont devenues des alliages.
fr_2266	Un professeur de trigonométrie ne meurt jamais, seulement, il traverse une crise d'identité.
fr_2267	Un homme a pulvérisé un garçon avec de la mousse au plafond. Il a été arrêté pour comportement isolant.
fr_2282	Ne parlez pas de l'infini à un mathématicien, cela n'en finira jamais !
fr_2285	Le tireur sait cibler les opportunités
fr_2298	Un fabricant de literie ne meurt jamais, il agit sous couverture.
fr_2307	L'industrie de la mode, c'est tantôt un secteur porteur, tantôt un mauvais in-veste-tisse-ment
fr_2321	Un voleur est tombé et s'est écrasé dans le béton. Il est devenu un criminel dur.
fr_2326	Hier j'ai accidentellement avalé la moitié d'un flacon de colorant alimentaire. Le diagnostic du médecin est en demi-teinte.
fr_2336	Pourquoi le martien affamé tourne t-il autour de la Terre ? [...] Parce qu'il cherchait un Café terrien !
fr_2344	Les boulangers savent mettre la main à la pâte !
fr_2355	Si les poulets voyaient comment on traite leurs poules, ils se retourneraient sur leur broche.
fr_2367	Quand le réparateur de télévision s'est marié, la réception était excellente.
fr_2380	L'entreprise des deux myrtilles aura été une vraie déconfiture.
fr_2392	Vous n'aurez jamais vu un ski bel endroit.
fr_2435	J'ai pris du recul lorsque j'ai enclenché la marche arrière.
fr_2441	Du milieu du Pacifique, le survivant naufragé a trouvé son chemin jusqu'à la côte californienne uniquement par Occident.
fr_2447	L'argent ne grandit pas sur les bourreaux.
fr_2456	Les gendarmes de St Tropez ont souvent été critiqués pour leur usage excessif de la farce.
fr_2457	Le chant militaire a interrompu ma sieste, je n’ai pas pu me mettre au repos.
fr_2492	Pour travailler dans un supermarché, faut-il encore pouvoir encaisser les clients.
fr_2498	Il y en a qui ont du mal à vivre avec leur temps et, pour les pro life en particulier, la pilule est un peu dure à avaler
fr_2501	Qu'est-ce que mangent les étoiles? Des produits lactés.
fr_2508	"""Nous n'avons pas d'oranges"", dit Tom infructueusement."
fr_2516	Cela faisait des années que la police rassemblait les pièces du puzzle. Il a été accusé d'avoir démembré un à un ceux qui partageaient son appartement et a été arrêté devant ses colocs attérés.
fr_2535	Vous « flo-combat » de sang « froid ».
fr_2536	Les vieux boulangers ne meurent jamais, ils continuent de se faire du blé
fr_2539	Un magasin de musique a été cambriolé. Le voleur s'est enfui avec la grosse caisse.
fr_2562	Il y a des gens, quand on les voit jouer au billard, ça n'a ni queue ni tête !
fr_2568	Jean-Baptiste Poquelin avait un cousin qui élevait des oiseaux. On l'appelait Volière.
fr_2576	Les travailleurs du cimetière creusent vraiment leur travail.
fr_2587	Les vieilles planètes ne meurent jamais, elles perdent juste leur attraction.
fr_2590	Je me suis cassé la cheville au bal de promo. Au moins ma partenaire de danse a compris que je craquais pour elle.
fr_2600	On m'a un jour accusé d'avoir volé des vieux timbres rares qui valaient très cher, ce que j'ai nié en bloc.
fr_2613	""" Ces derniers temps, j’arrête pas d’écouter les concertos brandebourgeois "" rabâche Tom."
fr_2617	Pouvez-vous lire de la musique ? le chef de groupe a demandé notamment.
fr_2622	Son père était cycliste professionnel. Elle en connaissait un rayon!
fr_2643	Amène moi un élastique, et que ça saute !
fr_2644	"3,14159265"", dit Tom, qui n'était point impie."
fr_2648	"Il était une fois une très belle princesse,"" grimmaça Tom."
fr_2655	"“Je sais ce qu’on devrait mettre comme herbe là-dedans"", dit Tom, le thym pâle."
fr_2667	Je m'appelle César. Je suis une star du cinéma.
fr_2711	Les avocats doivent aimer naviguer car on les appelle toujours à la barre.
fr_2712	Les ongles de pied sont des choses qui rentrent par un orteil et ressortent par l'autre.
fr_2752	""" Mazout ! J’ai trouvé du pétrol ! "" s’exclame Tom."
fr_2757	Les chiens possèdent-ils des clebs USB ?
fr_2777	fourrure-nisseur de bonnes truffes.
fr_2783	Chez les scouts, on a appris à faire des nœuds. C'était très intéressant, personne ne s'est lacet.
fr_2786	Yikes! Prendre des vitamines n'a jamais été aussi frais.
fr_2787	J'ai terminé mon examen de trigonométrie sans qu'il y ait un secant à perdre.
fr_2801	Les vieux guitaristes ne meurent jamais, ils ont seulement la corde au cou.
fr_2816	Pas d'insomnie pour les hôteliers. Dès qu'ils se mettent au lit, ils s'endorment deux suites.
