id_en,row,text_clean,target,is_pun
en_1622,619,"J’ai préparé une soupe à la cervelle, elle va me rester en tête toute la semaine.",1,1
en_1622,620,Je suis tombé malade après m'être empiffré de soupe de lentilles. J'aurais dû le voir venir.,1,1
en_1622,621,J’ai fait un potage pour me calmer car j’étais un peu soupe au lait.,1,1
en_1622,622,"J'ai fait une grosse fournée de soupe aux yeux de poisson, avec ça j'ai de quoi voir venir pour la semaine entière.",1,1
en_1622,623,"J'ai préparé une soupe au pain, ça baigne pour toute la semaine.",1,1
en_1622,624,"Avec ce bon peu de soupe aux yeux de poisson, je devrais voir venir pour toute la semaine.",1,1
en_1626,625,"Le bouffon du roi venait de se moquer de sa femme estropiée, que l'homme lui dit : métacarpe et on y va",1,1
en_1626,626,"Arrivant en retard à une réunion de maçons, le PDG a trébuché sur une truelle et s'est cassé le fait-mur.",1,1
en_1626,627,"En retard, le sénateur Kennedy a glissé sur une peau de banane et est tombé lourdement, dérangeant les discussions intenses de la sous-commission, mais au moins son entrée a marqué le coup humérustiquement parlant",1,1
en_1626,628,"En retard, Kennedy a glissé sur une banane et s'est retrouvé avec une toute nouvelle coupe de cheveux en se relevant.",1,1
en_1644,629,J'étais serveur dans un restaurant de fruits de mer avant de me mouler la cheville.,1,1
en_1644,630,"J'ai commencé à travailler dans un restaurant de fruit de mers, mais je pense démissionné parce que je n'aime pas le bulot.",1,1
en_1644,631,"J'ai commencé à travailler dans un restaurant de fruit de mers, mais je pense démissionné parce que mon manager ne fait que cloporter des rumeurs sur moi.",1,1
en_1644,632,Je viens de commencer de travailler dans un restaurant de fruits de mer. Mon uniforme me moule.,1,1
en_1644,633,"Je travaillais au restaurant de fruits de mer, mais la tenue réglementaire était trop moulante. Même si mes collègues me faisaient marrée, j'en avais crustassez du patron, et homarre des clients qui me compliquaient le bulot. Je pense qu'on ne peut pas me blâméduse.",1,1
en_1647,634,Un oeuf cuit le matin est difficile à battre.,1,1
en_1649,635,Les nageurs doivent être attentifs à ne pas se retrouver dans de profondes difficultés.,1,1
en_1660,636,"Cet armateur, qui n'était pas un amateur, n'a recruté que des marins obséquieux pour s'assurer que son contre-torpilleur flatte bien.",1,1
en_1669,637,Les vétérinaires savent se servir d'un pied de biche.,1,1
en_167,638,"On ne lit pas les lignes de la main, on les écrit.",1,1
en_167,639,"On ne lit pas les psaumes, on les agite.",1,1
en_1672,640,Vague de succès pour le vendeur de bateaux.,1,1
en_1672,641,Le magasin d'équipements nautique a eu le vent en poupe cette année.,1,1
en_1672,642,Ce magasin de bateaux a le vent en poupe.,1,1
en_1672,643,La boutique nautique surfait sur la vogue de la voile.,1,1
en_1672,644,La section voile du magasin de nautisme mata le record de vent-es,1,1
en_1672,645,Quel est le comble pour un plaisancier ? Se voiler la face.,1,1
en_1672,646,Le magasin de bateaux des voiles sa nouvelle collection.,1,1
en_1672,647,"Seulement quelques temps avant de réaliser sa meilleure vente, le magasin de bateau a failli couler.",1,1
en_1672,648,Le magasin de bateaux fait des proue-sses.,1,1
en_1672,649,La fermeture du magasin de bateaux a fait des remous dernièrement.,1,1
en_1672,650,Le marchand de bateaux à mis les voiles,1,1
en_1672,651,La fermeture du magasin de bateaux a fait des vagues dernièrement.,1,1
en_1672,652,Je connais un magasin de climatisation qui a les meilleures ventes du monde.,1,1
en_1672,653,Le magasin de bateaux n'avait jamais fait une aussi belle venteux.,1,1
en_1672,654,La boutique de navigation de plaisance a le vent en poupe en ce moment.,1,1
en_1672,655,Le gérant du magasin de bateaux a gagné assez d'argent pour se permettre de mettre les voiles.,1,1
en_1674,656,"L'Europe devrait être capable de se retenir, râla Toto, incontinent",1,1
en_1688,657,"LES VIEUX BANQUIERS ne meurent jamais, ils perdent juste leur intérêt.",1,1
en_1688,658,"Les vieux banquiers ne meurent jamais, ils perdent juste leur intérêt.",1,1
en_1688,659,"Les vieux banquiers ne meurent jamais, ils perdent juste de l'intérêt.",1,1
en_169,660,Certaines grossesses sont si longues qu'elles donnent l'impression d'être une maternité.,1,1
en_169,661,"Parfois, une grossesse est si longue qu'elle ressemble à une maternité.",1,1
en_169,662,"La grossesse est si longue, ça peut paraître une maternité.",1,1
en_169,663,"Parfois, une grossesse est si longue que l'on dirait qu'elle dure une maternité",1,1
en_1701,664,"Elle n'était qu'une fille de pompier, mais elle va vraiment s'enflammer.",1,1
en_1701,665,"Elle n'était qu'une fille de pompier, mais elle allait vraiment s'enflammer.",1,1
en_1705,666,La proposition d'ouverture d'une nouvelle mine lui a fourni un sujet à creuser pour épater la galerie.,1,1
en_1705,667,La discussion sur le creusement d'un nouveau puits de mine était trop profonde pour lui.,1,1
en_1705,668,"Trop profonde pour lui, cette discussion sur le nouveau forage dans la mine. Il faut dire que ce n'est pas un puits de science.",1,1
en_1705,669,Le débat sur le lancement d’une nouvelle fusée volait trop haut pour lui.,1,1
en_1705,670,"La discussion, portant sur l'excavation d'un nouveau puits de mine, était trop profonde pour lui",1,1
en_1705,671,La discussion portant sur le nouveau puits de mine à creuser l’avait laissé au fond du trou.,1,1
en_1705,672,Une discussion sur le creusement d'un nouveau puits de mine était très profonde pour lui.,1,1
en_1705,673,La discussion sur le perçage d'un nouveau puits de mine était si profonde qu'il s'est perdu.,1,1
en_1705,674,Il a coupé court à notre conversation sur la nouvelle mine que l'on va creuser ; il n'aime pas aller au fond de choses. Pourquoi est-il comme ça ? A creuser…,1,1
en_1705,675,"Avant de se lancer dans l'exploitation minière, il aurait dû creuser la question en profondeur.",1,1
en_1705,676,Il s'est noyé dans les détails à propos du nouveau puits à creuser.,1,1
en_1705,677,La discussion sur la construction d’un puit de mine était trop profonde pour lui.,1,1
en_1705,678,Savoir s'il fallait ou non creuser un nouveau puits de mine était un débat trop profond pour lui.,1,1
en_1705,679,Il manquait de profondeur d’esprit pour participer à cette discussion sur le forage d’un futur puits de mine.,1,1
en_1705,680,Une discussion pour creuser un nouveau puits était trop profonde pour lui,1,1
en_1705,681,Parler de creuser un nouveau puits de mine l’a épuisé.,1,1
en_1705,682,Discuter de l'ouverture d'une nouvelle fosse lui paraissait être un sujet trop profond.,1,1
en_1705,683,"Pour ce qui est du nouveau puits de mine, il n'a pas souhaité creuser le sujet.",1,1
en_1705,684,Le sujet du forage des puits était traité trop en profondeur pour lui,1,1
en_1705,685,"On a parlé du forage d'une nouvelle mine, mais c'était trop profond pour lui.",1,1
en_1705,686,Parler d’un nouveau puits de mine le touchait au plus profond de lui.,1,1
en_1705,687,"La discussion pour creuser la mine, lui a miné le moral",1,1
en_1705,688,Un échange sur le fait de creuser un nouveau puits de mine était trop profond pour lui.,1,1
en_1705,689,La discussion sur la psychologie de la faune abyssale était trop profonde pour lui.,1,1
en_1705,690,Une discussion sur la construction d'une nouvelle mine était trop obscure pour lui.,1,1
en_1705,691,La discussion concernant le creusement d'un nouveau puits de mine fut trop profonde pour lui.,1,1
en_1711,692,"Ils sont partis cueillir des oranges dans des pommiers, mais leur recherche n'a pas porté ses fruits.",1,1
en_1716,693,"Quand l'eau en bouteille est bon marché, ça s'appelle une vente de liquidation.",1,1
en_1716,694,"Quand l'eau embouteillée est bon marché, ça s'appelle une vente de liquidation.",1,1
en_1716,695,"Quand l'eau potable est bon marché, on parle de vente de liquidation.",1,1
en_1716,696,"Quand l'eau embouteillée est bon marché, on dit qu'il s'agit d'une vente de liquidation.",1,1
en_1716,697,"En vendant son eau en bouteille à bas prix, cet homme était en train de tout liquider",1,1
en_1721,698,"Les vieux jardiniers ne meurent pas, ils prennent racine.",1,1
en_1721,699,"Les vieux jardiniers ne meurent jamais, ils sont juste déracinés.",1,1
en_8061,5400,Tu as entendu parler du prêcheur nerveux? Il avait des psaumes transpirants.,1,1
en_8061,5401,"T'as rencontré le nouveau pasteur ? Ma foi, il m'a l'air sympathique.",1,1
en_8061,5402,Tu as entendu parler du prédicateur nerveux? Il avait des psaumes chaudes.,1,1
en_8061,5403,Tu es au courant de ce qu'on dit du prêtre qui est toujours nerveux? Il aurait les psaumes moites.,1,1
en_8061,5404,"Vous avez entendu parler du prédicateur nerveux, il avait des psaumes en sueur.",1,1
en_8061,5405,Tu connais celle du prêtre nerveux? Il avait  les psaumes moites.,1,1
en_8061,5406,Tu connais le livreur Amazon nerveux ? Il a toujours les mains boîtes,1,1
en_8062,5407,"En cas de crise économique, le boulot le plus sûr, c'est éboueur. Qu'est ce qu'on ramasse comme or dur !",1,1
en_8062,5408,"Dans une récession, on aura forcément besoin de tueurs à gage, car il y a toujours du travail à abattre et du temps à tuer.",1,1
en_8062,5409,"Lors d'une récession, le travail le plus stable, c'est éboueur. Les affaires se relent-çant toujours.",1,1
en_8062,5410,"Dans une récession, l'emploi le plus sûr est éboueur. On n'y est jamais à la ramasse.",1,1
en_807,5411,"Lors d'une soirée au Club International, j'ai accidentellement renversé du café sur les chaussures d'un homme marocain. Désolé fut le seul mot qui sortit de babouche.",1,1
en_807,5412,"Au Club International, j’ai accidentellement renversé du café sur la robe d’une femme marocaine. Elle ne s’en serait même pas rendu compte si cette fille n’était pas allée la voir en caftant.",1,1
en_807,5413,J'ai renversé du café sur une indienne. Je lui ai dit que j'avais mal calcutté mon trajet.,1,1
en_807,5414,"Quand je me suis rendue dans le Club International, j’ai accidentellement renversé du café sur la robe d’une Hindoue. Je lui ai dit: “Bon, bye",1,1
en_807,5415,J'ai renversé du café sur la robe d'une dame indienne. Sari-golait pas.,1,1
en_807,5416,"Quand je suis allé au Club International, j'ai renversé mon café sur la robe d'une femme hindoue sans faire exprès. J'étais sarieusement désolé.",1,1
en_807,5417,J'étais invité à un marriage en inde et j'ai voulu plaisanter avec la mariée en lui disant: vous voilà dans de beaux draps! Ça ne l'a pas fait sarire.,1,1
en_8078,5418,"J'ai commencé à lire Voltaire, avoua Tom d'un ton candide.",1,1
en_8078,5419," Je lis du Voltaire , admit Tom, candide.",1,1
en_8078,5420,J'ai lu Voltaire admit Toto candide.,1,1
en_8078,5421,"Je me suis mis à lire Voltaire, admis Tom, candide.",1,1
en_8078,5422,"Candide, Tom avoua qu'il avait lu Voltaire.",1,1
en_8078,5423,"Je lis du Voltaire, dit Tom d'un ton candide.",1,1
en_8078,5424,"“J’ai lu Voltaire, “ admis Tom, candide.",1,1
en_8078,5425,Je lis Voltaire' admit candidement Tom,1,1
en_8078,5426," J'étais en train de lire Voltaire , dit Tom, candide.",1,1
en_8078,5427,"Je lis Voltaire en ce moment, a dit Tom d'un ton candide.",1,1
en_8078,5428,"Je lis Voltaire en ce moment, a dit Tom d'un ton candide.",1,1
en_8078,5429,"Je lis Voltaire, dit Tom, candide.",1,1
en_8085,5430,"Les professeurs de mathématiques âgés ne meurt pas, ils deviennent simplement irrationnels.",1,1
en_8085,5431,"Les vieux profs de maths ne meurent jamais, ils deviennent transcendants.",1,1
en_8085,5432,"Les vieux profs de maths ne meurent pas, mais ils sont nombreux à devenir irrationnels.",1,1
en_8085,5433,"Un prof de maths de meurt jamais, il devient irrationnel.",1,1
en_8085,5434,"Les vieux professeurs de maths ne meurent pas, ils dérivent en fonction de la suite.",1,1
en_8085,5435,"Les vieux profs de maths me meurent jamais, ils deviennent juste irrationnels.",1,1
en_8085,5436,"Les vieux profs de maths ne meurent jamais, ils deviennent juste irrationnels",1,1
en_8085,5437,"Les vieux profs de math ne meurent jamais, ils deviennent juste irrationnels.",1,1
en_8085,5438,"Les vieux professeurs de maths ne meurent jamais, ils perdent juste leurs identités.",1,1
en_8085,5439,"Les vieux professeurs de mathématiques ne meurent jamais, ils deviennent juste irrationnels.",1,1
en_8085,5440,"Les vieux professeurs de maths ne meurent pas, ils deviennent juste irrationnels.",1,1
en_8085,5441,"Les vieux professeur de maths ne meurent pas, ils deviennent juste irrationnels.",1,1
en_8085,5442,"Les vieux professeurs de maths ne meurent pas, ils perdent leurs fonctions.",1,1
en_8085,5443,"Un bon prof de maths ne meurt pas, il devient irrationnel.",1,1
en_8085,5444,"Les vieux profs de maths ne meurent jamais, ils deviennent juste irrationnels.",1,1
en_8085,5445,"Les vieux professeurs de maths ne meurent jamais, ils deviennent juste irrationnels.",1,1
en_8085,5446,"Les vieux prof de math ne meurent jamais, ils deviennent juste irrationnels",1,1
en_8085,5447,"Les mathématiciens n'ont pas de complexes, ils sont trop rationnels.",1,1
en_8088,5448,Il a acheté beaucoup de stylos avant de commencer son nouveau travail. Il voulait faire ses marques.,1,1
en_8093,5449,"J'avais peur d'acheter une propriété résidentielle dans le but de louer, mais maintenant j'ai un complexe d'appartements.",1,1
en_8093,5450,"J'avais peur qu'investir dans l'immobilier me monte à la tête, et maintenant j'ai un complexe.",1,1
en_8093,5451,"Avant, j'avais peur d'acheter une propriété résidentielle dans le but de la louer, mais maintenant j'ai un complexe d'appartements.",1,1
en_8093,5452,"J'avais peur d'acheter un logement pour le but de louer, mais maintenant je possède un complexe d'appartements.",1,1
en_8098,5453,Ils sont les meurtriers les plus discrets de l'histoire de New York. On les appelle les Miminels.,1,1
en_8115,5454,"Je m'appelle César, je suis une star de cinéma.",1,1
en_8115,5455,"Je m'appelle César, tête d'affiche du cinéma français.",1,1
en_8115,5456,Je m'appelle César. Je suis une star du cinéma.,1,1
en_8115,5457,Je me présente: Jérémy Lambiance. Je suis animateur T.V.,1,1
en_8115,5458,"Mon nom est Oscar, je suis une star de cinéma.",1,1
en_8115,5459,"Je m'appelle Emmy Sion, je suis une vedette de télévision.",1,1
en_8123,5460,"Depuis que Tom a avalé accidentellement un peu de céramique, il se tient à carreau.",1,1
en_8123,5461,"J'ai avalé un bout de verre en brisant cette fenêtre, a dit Tom, les yeux vitreux.",1,1
en_8123,5462,"Je crois que j'ai avalé des morceaux de verre brisé dit Toto, d'une voix cassée.",1,1
en_8123,5463,"“J’ai avalé un peu de verre provenant de cette fenêtre cassée, je suis à la fois débridé et dégueulasse : débrisdeglace dit Tom.",1,1
en_8135,5464,Le sous-officier junior avait mal aux poignets. Le docteur a dit que c'était le syndrome du tunnel corporel.,1,1
en_8135,5465,Le sous-officier avait des douleurs aux poignets. Le médecin l'a dit syndrome de tunnel corporel.,1,1
en_815,5466,"Je sais que j'ai une mémoire photographique, mais je n'ai pas encore développé ma mémoire.",1,1
en_815,5467,J'ai vraiment une mémoire photographique - mais je ne l'ai pas encore développée.,1,1
en_815,5468,"J'ai vraiment une mémoire photographique, mais je ne l'ai pas encore développée.",1,1
en_8153,5469,Je me présente: Monsieur Tranche. Jean Tranche. Je suis boucher,1,1
en_8153,5470,"Je m'appelle Charole, je suis bouchère.",1,1
en_8153,5471,"Je m'appelle Mandrin Debœuf, je suis boucher.",1,1
en_8154,5472,Un match de football à haut score peut être très offensant.,1,1
en_8155,5473,"Plus personne ne croit la raie, elle a trop manta.",1,1
en_8155,5474,Un requin avec un sentiment constant de culpabilité sera toujours accablé de rémora,1,1
en_8155,5475,Le phoque qui est enfermé dans la culpabilité a toujours un sentiment de rémoras.,1,1
en_8156,5476,"Malgré toutes ses saisons, Greys Anatomy a toujours la cote",1,1
en_8156,5477,Les personnages de Greys Anatomy on beaucoup d'humourus.,1,1
en_8156,5478,Je suis enragé que les scénaristes de Greys Anatomy aient fémurir mon personnage préféré.,1,1
en_8159,5479,"Un mari et une femme se disputaient au sujet du temps, mais ils ont vite pris le vent.",1,1
en_8170,5480,"Elle n'était que la fille d'un gouverneur, mais dans quel état elle était.",1,1
en_8170,5481,"Elle n'était qu'une fille du gouverneur, mais dans quel état elle était.",1,1
en_8170,5482,"Elle n'était que fille du Gouverneur, mais dans quel état elle était.",1,1
en_8174,5483,Je me demandais pourquoi la balle de baseball était de plus en plus grande. Puis j'ai pris le coup.,1,1
en_8174,5484,"Je me demandais pourquoi le baseball était de plus en plus grand, puis ça m'a frappé.",1,1
en_8174,5485,Je me suis demandé pourquoi la balle de baseball devenait plus grosse. Puis ça m'a frappé.,1,1
en_8175,5486,Il a acheté une fabrique de cordages pour renforcer les liens entre les différentes entreprises de son groupe,1,1
en_8175,5487,Il a acheté une usine de cordes qu’il a rattachée à son empire.,1,1
en_8175,5488,Il s’est fait embaucher dans une usine de fruits au sirop pour les noyauter de l’intérieur.,1,1
en_8175,5489,Il s'attacha les services d'un directeur de fabrique de cordes pour accroître son empire.,1,1
en_8186,5490,Une poupée indienne était étiquetée  réservée aux Etats – Unis ,1,1
en_8186,5491,Sous un ensemble LEGO était marqué en petites lettres : briquée aux Etats-Unis,1,1
en_8186,5492,La poupée en porcelaine de Limoges portait l'indication suivante : Fabriqué dans Line-Diana,1,1
en_8186,5493,"Sous la figurine de dragon du nouvel an, il y a une étiquette indiquant fête en Chine.",1,1
en_8186,5494,La poupée en porcelaine de Limoges portait l'indication suivante : Fabriqué dans Lily Noix,1,1
en_8186,5495,La poupée en porcelaine de Limoges portait l'indication suivante : Fabriqué dans le Mary Land,1,1
en_8186,5496,Ces poupées russes portaient la mention :  imbriquées en Chine .,1,1
en_8186,5497,Une poupée gonflable portait la mention écrite en tout petit forniquée aux USA..,1,1
en_8186,5498,La poupée en porcelaine de Limoges portait l'indication suivante : Fabriqué en nanalabama,1,1
en_8186,5499,Une poupée de Chine était marqué en petites lettres : 'bonne fabrication américaine'.,1,1
en_6180,4000,"Je peux voir par la fenêtre, dit Toto en toute transparence.",1,1
en_6182,4001,Le propriétaire du salon de coiffure devait faire des coupes sur son personnel.,1,1
en_6182,4002,Le propriétaire du salon de coiffure a dû faire des coupes dans son personnel.,1,1
en_6182,4003,Le propriétaire du salon de coiffure a dû faire des coupes sur son personnel.,1,1
en_6183,4004,"La langue n'est pas très lourde, pourtant certains n'arrivent pas à la tenir.",1,1
en_6195,4005,Il y a des régimes qui provoquent des réactions viscérales.,1,1
en_6195,4006,Certains régimes entraînent des réactions intestinctives.,1,1
en_6195,4007,Certains régimes provoquent de vraies querelles intestines en société.,1,1
en_6195,4008,Certains régimes peuvent vous prendre aux tripes.,1,1
en_6195,4009,"Choisir son régime, c'est intestinctif",1,1
en_6195,4010,Certains régimes de groupe peuvent provoquer des luttes intestines.,1,1
en_6195,4011,Certains régimes provoquent des réactions viscérales.,1,1
en_6195,4012,Certains régimes vous prennent aux tripes.,1,1
en_6195,4013,Certains régimes prennent aux tripes,1,1
en_6195,4014,Certains régimes font un bide.,1,1
en_6195,4015,Certains régimes révèlent ce que l'on a dans le ventre.,1,1
en_6195,4016,Certains régimes peuvent vous faire fondre en larmes.,1,1
en_6198,4017,"Publicité d'un électricien = je privilégie les circuits courts, pas les courts circuits.",1,1
en_6198,4018,Vu sur la camionnette d'un électricien : on va vous brancher.,1,1
en_6198,4019,Il y avait un sticker à l’arrière du camion de l’électricien : “Bobine à bord.,1,1
en_6199,4020,"Si vous tombez malade à l'aéroport, cela pourrait être une maladie terminale.",1,1
en_6199,4021,"Si vous tombez malade à l'aéroport, ça pourrait être une maladie terminale.",1,1
en_6199,4022,"Si tu tombes malade à l'aéroport, c'est peut-être une maladie terminale.",1,1
en_6199,4023,Les maladies que l'on attrape à l'aéroport sont souvent en phases terminales.,1,1
en_620,4024,"Avant je travaillais dans une entreprise qui fabriquaient des pagaies, mais j'ai démissionné parce qu'il fallait ramer pour avoir une promotion.",1,1
en_620,4025,"Je travaillais dans une usine d'appât avant, le salaire minimum était de 10 euros du leurre",1,1
en_620,4026,J'ai travaillé dans une usine qui fabrique des rames. C'était payé aviron dix euros de l'heure mais j'étais interameur.,1,1
en_620,4027,"Je travaillais dans une usine de rames avant, mais j'ai démissioné, l'ambiance n'y était pas gaie.",1,1
en_620,4028,J'ai déjà travaillé dans une usine qui fabriquait des pagaies de bateau. Grâce à ce job j'ai enfin pu sortir la tête de l'eau.,1,1
en_6201,4029,Le chanteur a acheté une maison pour trois voix rien.,1,1
en_6206,4030,On embrase facilement les enfants qui jouent avec le feu.,1,1
en_6206,4031,"Quand on amène des enfants à Cambray, il faut s’attendre à ce qu’ils fassent des Bêtises.",1,1
en_6206,4032,Les enfants peuvent faire des choses dénouées de sens avec une ficelle.,1,1
en_6206,4033,"Je faisais des bêtises avec ma ficelle, mais on macramé.",1,1
en_6206,4034,"Quand les enfants racontent leurs partie de jeu à l'élastique, impossible de démêler le vrai du faux.",1,1
en_6206,4035,Les enfants font de viLAINEs choses avec un fil.,1,1
en_6206,4036,"Donnez une ficelle à des enfants, is peuvent être de vraies têtes de nœuds",1,1
en_6210,4037,Les scientifiques qui étudient le soleil en connaissent un rayon.,1,1
en_6210,4038,Les astrophysicien étudiant le soleil sont des gens brillants et leurs idées ont un rayonnement planétaire.,1,1
en_6210,4039,Les scientifiques qui étudient le soleil sont très chauds dans leur domaine.,1,1
en_6218,4040,Un lion de cirque ne mangera pas de clowns parce qu'ils ont un goût drôle.,1,1
en_622,4041,Je ne pensais pas qu'en achetant mon canapé aux puces elle seraient vendues avec.,1,1
en_622,4042,"Mon jardin était désherbé, mais j'étais surpris par le prix de la taxe roncière",1,1
en_6222,4043,"Le marchand du souk n’a pas apprécié ma façon de marchander. Il a mon profil Facebook, mais pas de danger qu’il me l’haïk.",1,1
en_6222,4044,Un marchand du souk en a eu assez que j'insiste pour négocier les prix et m'a bien fait comprendre que je commençais sérieusement à lui faire suer le burnous.,1,1
en_6222,4045,Le vendeur sur le marché arabe n’a pas apprécié que je marchande et m’a dit de mettre les voiles.,1,1
en_6222,4046,Un marchand du souk en a eu assez que j'insiste pour négocier les prix et m'a bien fait comprendre que je commençais sérieusement à lui casser les burnous.,1,1
en_6240,4047,C'est l'histoire d'un plombier qui a fait un AVC...,1,1
en_6240,4048,Je m'appelle Robin et je suis plombier.,1,1
en_6240,4049,"Je m’appelle Edouard, Leclerc de notaire.",1,1
en_6240,4050,Je m’appelle Cléa Tube. Je suis plombière.,1,1
en_6240,4051,Je m’appelle Cléa Mollett. Je suis plombière.,1,1
en_6240,4052,Je m'appelle Hamdouch. Je suis plombier.,1,1
en_6240,4053,Je m'appelle Robin. Je suis plombier.,1,1
en_6240,4054,Je me présente: Théo Toualette. Je suis plombier,1,1
en_6240,4055,Je me présente: Monsieur Tube. Jean Tube. Je suis plombier.,1,1
en_6240,4056,Mon nom c'est Mario. Je suis plombier,1,1
en_6240,4057,Je m'appelle Walter-Cosette. Je suis plombier zingueuse.,1,1
en_6240,4058,"Je m'appelle Caro, je suis vitrière.",1,1
en_6244,4059,"Son amour maternelle n'était que faux et passager, elle avait subi un sort éphémère.",1,1
en_6247,4060,"Tout au long des siècles, les bergers bouddhistes du Pérou ont suivi leurs lamas de manière religieuse.",1,1
en_6249,4061,"Pour faire plaisir à mes élèves, j’ai commencé à enseigner l’escrime, je ne voulais pas qu’ils prennent la mouche.",1,1
en_6249,4062,J'ai choisi d'enseigner l'escrime ; j'ai une parade pour toutes les questions de mes élèves.,1,1
en_6249,4063,Je pensais que je pourrais améliorer ma moyenne grâce au cours d'escrime mais le prof m'a sabré.,1,1
en_6249,4064,Je suis devenu prof d'escrime mais mes élèves prenaient la mouche.,1,1
en_6249,4065,"J’ai commencé à enseigner l’escrime, mais pour l’instant mes élèves n’ont fait qu’effleurer le sujet.",1,1
en_6252,4066,Quel est le comble pour un réalisateur ? De se projeter trop vite.,1,1
en_6252,4067,"Ce film sera très populaire, projeta Tom.",1,1
en_6252,4068,"Ce film sera très populaire,'' Tom projeté.",1,1
en_6256,4069,Je ne tiendrais pas longtemps sans mes jambes,1,1
en_6256,4070,"Moi, c'est clair que si demain on m'annonce qu'on doit m'amputer et que je suis cul-de-jatte, les bras m'en tombent.",1,1
en_6256,4071,Me retrouver sans mes jambes ? J'en resterais assis !,1,1
en_6256,4072,L'idée même d'être privé de jambes ne tient pas debout.,1,1
en_6270,4073,"J'ai invité monsieur Bouillon à souper, et ne le traite pas de vieux croûton !",1,1
en_6270,4074,"Wow, c'est la meilleure ratatouille que j'ai jamais mangée !. Le cuisinier est devenu rouge comme une tomate.",1,1
en_6270,4075,Il savait cuisiner les meilleures soupes. On pouvait même dire que c'était un professionnel consommé.,1,1
en_6275,4076,Jamais je n'abandonnerai mes chiens ! A affirmé Tom avec Setter acharné qui est le chien.,1,1
en_6275,4077,Je n’abandonnerai jamais mes chèvres ! Dit Tom d’un ton ferme.,1,1
en_6275,4078,Je n'abandonnerai pas ma meute ! a dit Tom avec un air de chien battu.,1,1
en_6275,4079,Comment pourrais-je abandonner mes lévriers ? dit-il d'un ton cabotin.,1,1
en_6275,4080,"Jamais je n'abandonnerai mon chien, aboya Tom",1,1
en_6275,4081,Je n'abandonnerai jamais mes chiens ! aboya Tom.,1,1
en_6275,4082,Je n'abandonnerai pas mes lévriers ! Aboya Tom,1,1
en_6275,4083,Je ne donnerai jamais mes lévriers ! Aboya Tom.,1,1
en_6275,4084,Pas question que je me sépare de ma meute ! aboya Tom.,1,1
en_6276,4085,"“Bénissez-nous, Seigneur, nous et la nourriture que nous allons prendre dirent Tom et Ben, Ed, Dickson.",1,1
en_6276,4086," Seigneur, bénis ce repas, ceux qui l'ont préparé, et procure du pain à ceux qui n'en ont pas. récita Toto, sans se faire prier.",1,1
en_6276,4087,"Remercions le Seigneur pour ce qu'il nous accorde, Bénédict cita-t-il.",1,1
en_6276,4088,"Nous remercions le seigneur et n'oublions aucun de ses bienfaits, dit Tom avec grâce",1,1
en_6281,4089,"Ce que l'on peut acheter pour un dollar aujourd'hui, c'est des cents.",1,1
en_6283,4090,"Je vais discuter du réchauffement climatique la semaine prochaine, c'est un sujet très chaud.",1,1
en_6283,4091,"J'ai l'intention de discuter du réchauffement climatique la semaine prochaine, c'est un sujet très chaud.",1,1
en_6285,4092,Pour avoir 20/20 en marathon il faut vraiment avoir révisé ses courses.,1,1
en_6285,4093,"Pour obtenir une bonne note en cours de broderie, il ne faut pas perdre le fil de la leçon.",1,1
